id,tbv_wwt,tbv_fat,tbv_fec,tbv_nlb
R0001,-0.7859679154884649,-0.20654124711747834,-0.23867140570742484,0.14802059639608556
R0002,2.611123402869119,0.5595380233371001,0.9101854800249675,0.01025462539528188
R0003,2.384598303396669,0.054563591229256136,-0.0004856216254944812,0.3256754628889267
R0004,0.9506858845776911,0.0184110143115358,0.17602838245928298,-0.04008608327054536
R0005,-0.6483904320347156,-0.5120088730117813,-0.21741268141872516,-0.37300201082764206
R0006,1.6676155798948442,-0.39632379919769933,0.6523629403682869,-0.18763601037431257
R0007,-1.4184618814573913,0.1640679835320794,-0.8147458950242933,0.4204764456074371
R0008,0.16867435113338303,0.5102870483516512,-0.33913239725288935,-0.17662799002166543
R0009,-1.2385322241227659,0.2099372238160001,0.19616285256425503,-0.2015302253003307
R0010,-0.13498792571195928,-0.22828565720389227,0.7115620999848632,0.19943464893474883
R0011,1.8496352633413924,1.0406686085904977,-0.7544575812115163,0.014960852903143362
R0012,0.730641640903058,1.0234273109585248,-0.04719000793241046,-0.12495314351198891
E0001,-1.047459117195909,-0.4022926326263243,-0.8969127913736313,-0.5808796996146575
E0002,4.196174852218571,0.6311386677127911,-0.266440309552604,0.37513298256925826
E0003,-2.5606882443102688,-0.7591419330161568,-0.1952118674183857,-0.11900025689222837
E0004,-2.0571601300669027,0.15319897275242744,-0.18743255217983001,0.3430748185843075
E0005,0.9033372903304198,-0.10378985929592377,0.12323022193289046,-0.49256788292555936
E0006,-0.4089899640967909,-0.6521261401148621,0.3751683810092385,0.006669039564260043
E0007,0.8179375163910452,-0.47664911157169887,0.5505405805788501,-0.4994728661785362
E0008,-1.1687579563648098,-0.5065312411725273,-0.00813204364787945,-0.2627568922982132
E0009,1.524251637684177,0.01281234928638264,-0.29698050861682346,-0.5900851097219886
E0010,-2.902328682385898,0.147825576317832,0.042959961236122,0.4697720271178048
E0011,-1.4236155385249099,-0.6977415860578438,1.294846093335033,-0.29767464839277075
E0012,-1.0896028292024322,0.36742069886584894,-0.025974222626754195,0.0021614347447885263
E0013,1.7164244602053187,0.0891996093663221,0.02596592814661136,0.44795076890238267
E0014,2.1310153642973786,0.13131651698906233,-0.7853621311194453,0.10429260365678156
E0015,1.091528715920064,-0.33087582317728814,-1.0554039991905744,0.3277392964400221
E0016,0.6766149833541268,0.7426724148853804,0.7442834332634218,-0.2938574403302244
E0017,0.9468620106969587,0.227678818747387,0.4293818955266453,0.365750870681757
E0018,2.7845735762037904,-0.23410951201095398,0.08959989934788315,-0.13382954247579618
E0019,1.9412387817897834,-0.26553999644015247,0.04429390673164235,0.13969199072504151
E0020,1.2390147666278013,0.15942576920089746,-0.287031019792903,-0.06805660987571903
E0021,3.029761047030699,0.6975386934224699,0.19513578696478784,-0.12168849963803685
E0022,0.10132701507149644,-0.48530742780051317,0.5326294102853919,-0.4184101984878011
E0023,2.556272826936465,-0.2480587541114918,-0.2807828338874109,0.32241548699547395
E0024,-1.6640924620220376,-0.8939104648849703,0.5253424151248741,0.14646648346134294
E0025,-0.047546533382408995,0.5595697065359422,0.003697823601629846,0.12886694405131394
E0026,1.0630368158830596,0.31534663424833376,0.21138080073262072,-0.059659687971063025
E0027,0.43269068277643585,1.6518472323918174,-0.11535902529523312,0.47805888727241824
E0028,1.6356269996549129,-1.1291915080637462,0.02559925916459782,-0.6178732877304152
E0029,0.7070612213343299,-0.1842899128224269,-0.4531404982155566,0.20185525586160502
E0030,-0.8975377212284039,0.1345455578594158,0.19040037907015073,0.27706951594832463
E0031,-0.5897401779477534,-0.14526058875503955,-0.673172778081541,0.15774902322265888
E0032,0.7363210192604468,0.9040880478918535,0.6321842028698124,-0.037311672903336424
E0033,-1.2742197971917077,-0.3604386757554554,0.0034307682006812223,0.09797546800308699
E0034,0.45205479674321225,-0.291280670368659,0.8145433539653522,-0.11049291696011128
E0035,1.8702531411228471,-0.6199562112011696,0.439312378151401,-0.02291880243633833
E0036,0.35614178962207355,0.8029495560427354,-0.520572750911278,-0.34760809415524885
E0037,-0.9277568893233248,-0.8570686236823526,0.36762897218229634,0.4589120280374432
E0038,0.16217293603236715,-0.7387855181294192,-0.351121207304505,-0.005940776843388312
E0039,-0.18963098478646945,-0.22083350407611269,0.4901267174144567,0.08238707538967605
E0040,2.791091694453346,0.2969910187022687,-0.7915300052652644,-0.21147399381711618
E0041,-0.7088301884683466,0.3262197074452957,-0.1488682881410327,-0.004388076537560612
E0042,2.5847018349448603,-0.3745068535844045,-0.18350033950068678,0.5129097698757821
E0043,1.4803844135297535,0.3691666457408446,-0.15449096832902443,0.39893200116042665
E0044,-1.3034195116969975,-0.9338141096544164,0.4103606111727391,-0.8700253892027603
E0045,0.6293178541588995,0.5899514353299117,0.2100998374608225,-0.39726743045684665
E0046,3.789010208695288,0.056424750090927844,0.7631579935346096,-0.19125711987679092
E0047,2.1426838402231154,0.5692640428203245,-0.04384055954613997,0.4499998130536946
E0048,-0.3540325629564567,0.5304414909429965,0.09642626295057433,-0.13829709663122117
E0049,-0.7318625319270557,0.14273161168334902,-0.3821254168879157,0.1284385280533153
E0050,0.1506393721413941,0.11068567335967927,0.2973311182388014,-0.11307271241917848
E0051,0.9581272615690182,0.6539943694946028,-0.4921350688089451,-0.17006924851819732
E0052,0.26675452498929353,0.5871174118098039,-0.10055910755101682,-0.18647076042249533
E0053,1.636654014900187,-0.38676271767629244,0.205654923649626,-0.36770142110884224
E0054,-1.9640589911917194,-0.0920827009324604,-0.5611817217026661,0.08469894813666431
E0055,2.99197248363068,0.54881924061206,0.03139977495269275,-0.2450810529811091
E0056,0.6904900858928578,0.40655890378509796,0.33534184987229815,-0.7978944280135398
E0057,1.5781732987300154,0.5981099539756987,-0.5431506350881882,-0.03198273014619221
E0058,3.6895246389309726,0.3252502963895781,0.6781172928748233,-0.5587724096783258
E0059,-0.2723816539585684,0.4085093209538852,0.4110632105878472,0.027340217369819342
E0060,-1.7613351342728958,-0.5225786024126255,-0.5452691129985373,-0.08180444025526029
